hoc_ky,ma_mon_hoc,ma_lop,so_tin_chi,ma_giang_vien,thu,tiet_bat_dau,tiet_ket_thuc,cach_tuan,ngay_bat_dau,ngay_ket_thuc,phong_hoc,si_so,hinh_thuc_giang_day,ghi_chu
2022_2023_2,SS009,SS009.N22,2,80088,2,8,9,1,17/02/2023,07/06/2023,B5.14,,LT,
2022_2023_2,SS009,SS009.N23,2,80232,3,6,7,1,17/02/2023,07/06/2023,B5.14,,LT,
2022_2023_2,SS009,SS009.N24,2,80236,3,8,9,1,17/02/2023,07/06/2023,B5.14,,LT,
2022_2023_2,SS009,SS009.N25,2,80232,4,6,7,1,17/02/2023,07/06/2023,B5.14,,LT,
2022_2023_2,SS009,SS009.N26,2,80233,4,8,9,1,17/02/2023,07/06/2023,B5.14,,LT,
2022_2023_2,SS010,SS010.N21,2,80238,3,1,2,1,17/02/2023,07/06/2023,B4.14,,LT,
2022_2023_2,SS010,SS010.N22,2,80090,3,4,5,1,17/02/2023,07/06/2023,B4.14,,LT,
2022_2023_2,SS010,SS010.N23,2,80235,4,1,2,1,17/02/2023,07/06/2023,B4.14,,LT,
2022_2023_2,SS010,SS010.N24,2,80089,4,4,5,1,17/02/2023,07/06/2023,B4.14,,LT,
2022_2023_2,SS010,SS010.N25,2,80091,5,6,7,1,17/02/2023,07/06/2023,B4.14,,LT,
2022_2023_2,SS010,SS010.N26,2,80233,5,8,9,1,17/02/2023,07/06/2023,B4.14,,LT,
2023_2024_2,ENG01,ENG01.O21,4,80096,3,1,3,1,17/02/2024,17/05/2024,*,,LT,
2023_2024_2,ENG01,ENG01.O21,4,80245,5,1,3,1,17/02/2024,17/05/2024,*,,LT,
2023_2024_2,ENG02,ENG02.O21,4,80095,2,1,3,1,17/02/2024,17/05/2024,*,,LT,
2023_2024_2,ENG02,ENG02.O21,4,80245,4,1,3,1,17/02/2024,17/05/2024,*,,LT,
2023_2024_2,ENG02,ENG02.O22,4,80095,5,4,5,1,17/02/2024,17/05/2024,A301,,LT,
2023_2024_2,ENG02,ENG02.O22,4,80243,2,6,8,1,17/02/2024,17/05/2024,A323,,LT,
2023_2024_2,ENG02,ENG02.O24,4,80243,5,7,9,1,17/02/2024,17/05/2024,A323,,LT,KTMT
2023_2024_2,ENG02,ENG02.O28,4,80096,3,6,8,1,17/02/2024,17/05/2024,A305,,LT,
2023_2024_2,ENG02,ENG02.O28,4,*,5,4,5,1,17/02/2024,17/05/2024,E43,,LT,
2023_2024_2,ENG03,ENG03.O21,4,80095,3,1,3,1,17/02/2024,17/05/2024,*,,LT,
2023_2024_2,ENG03,ENG03.O21,4,80244,5,1,3,1,17/02/2024,17/05/2024,*,,LT,
2023_2024_2,ENG03,ENG03.O215,4,*,3,7,9,1,17/02/2024,17/05/2024,A323,,LT,KTMT
2023_2024_2,ENG03,ENG03.O220,4,80095,6,1,3,1,17/02/2024,17/05/2024,A309,,LT,
2023_2024_2,ENG03,ENG03.O220,4,80096,2,4,5,1,17/02/2024,17/05/2024,E42,,LT,
2023_2024_2,ENG03,ENG03.O222,4,80244,5,6,8,1,17/02/2024,17/05/2024,A301,,LT,
2023_2024_2,ENG03,ENG03.O222,4,80246,3,7,9,1,17/02/2024,17/05/2024,A325,,LT,
2023_2024_2,ENG03,ENG03.O223,4,80243,3,1,3,1,17/02/2024,17/05/2024,*,,LT,Mở bổ sung
2023_2024_2,ENG03,ENG03.O223,4,80246,5,1,3,1,17/02/2024,17/05/2024,*,,LT,Mở bổ sung
2023_2024_2,IT002,IT002.O21,3,80083,2,1,3,1,17/02/2024,07/06/2024,B1.20,,LT,
2023_2024_2,IT002,IT002.O21.1,1,80079,2,6,9,2,03/03/2024,17/05/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O21.2,1,80080,2,6,9,2,10/03/2024,07/06/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O210,3,80080,4,6,8,1,17/02/2024,07/06/2024,B1.20,,LT,
2023_2024_2,IT002,IT002.O210.1,1,80225,4,1,5,2,03/03/2024,17/05/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O210.2,1,80226,4,1,5,2,10/03/2024,07/06/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O211,3,80219,4,1,3,1,17/02/2024,07/06/2024,B1.22,,LT,
2023_2024_2,IT002,IT002.O211.1,1,80217,4,6,9,2,03/03/2024,17/05/2024,B2.12,,HT1,
2023_2024_2,IT002,IT002.O211.2,1,80218,4,6,9,2,10/03/2024,07/06/2024,B2.12,,HT1,
2023_2024_2,IT002,IT002.O212,3,80081,4,6,8,1,17/02/2024,07/06/2024,B1.22,,LT,
2023_2024_2,IT002,IT002.O212.1,1,80229,4,1,5,2,03/03/2024,17/05/2024,B3.06,,HT1,
2023_2024_2,IT002,IT002.O212.2,1,80230,4,1,5,2,10/03/2024,07/06/2024,B3.06,,HT1,
2023_2024_2,IT002,IT002.O213,3,80219,5,1,3,1,17/02/2024,07/06/2024,B1.20,,LT,
2023_2024_2,IT002,IT002.O213.1,1,80086,5,6,9,2,03/03/2024,17/05/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O213.2,1,80087,5,6,9,2,10/03/2024,07/06/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O214,3,80228,5,6,8,1,17/02/2024,07/06/2024,B1.20,,LT,
2023_2024_2,IT002,IT002.O214.1,1,80224,5,1,5,2,03/03/2024,17/05/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O214.2,1,80225,5,1,5,2,10/03/2024,07/06/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O215,3,80220,5,1,3,1,17/02/2024,07/06/2024,B1.22,,LT,
2023_2024_2,IT002,IT002.O215.1,1,80217,5,6,9,2,03/03/2024,17/05/2024,B2.12,,HT1,
2023_2024_2,IT002,IT002.O215.2,1,80218,5,6,9,2,10/03/2024,07/06/2024,B2.12,,HT1,
2023_2024_2,IT002,IT002.O216,3,80229,5,6,8,1,17/02/2024,07/06/2024,B1.22,,LT,
2023_2024_2,IT002,IT002.O216.1,1,80226,5,1,5,2,03/03/2024,17/05/2024,B3.06,,HT1,
2023_2024_2,IT002,IT002.O216.2,1,80227,5,1,5,2,10/03/2024,07/06/2024,B3.06,,HT1,
2023_2024_2,IT002,IT002.O217,3,80222,6,3,5,1,17/02/2024,07/06/2024,B1.20,,LT,
2023_2024_2,IT002,IT002.O217.1,1,80079,6,6,9,2,03/03/2024,17/05/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O217.2,1,80080,6,6,9,2,10/03/2024,07/06/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O218,3,80223,6,6,8,1,17/02/2024,07/06/2024,B1.20,,LT,
2023_2024_2,IT002,IT002.O218.1,1,80218,6,1,5,2,03/03/2024,17/05/2024,B4.04,,HT1,
2023_2024_2,IT002,IT002.O218.2,1,80219,6,1,5,2,10/03/2024,07/06/2024,B4.04,,HT1,
2023_2024_2,IT002,IT002.O219,3,80083,6,1,3,1,17/02/2024,07/06/2024,B1.22,,LT,
2023_2024_2,IT002,IT002.O219.1,1,80081,6,6,9,2,03/03/2024,17/05/2024,B3.06,,HT1,
2023_2024_2,IT002,IT002.O219.2,1,80082,6,6,9,2,10/03/2024,07/06/2024,B3.06,,HT1,
2023_2024_2,IT002,IT002.O22,3,80222,2,6,8,1,17/02/2024,07/06/2024,B1.20,,LT,
2023_2024_2,IT002,IT002.O22.1,1,80218,2,1,5,2,03/03/2024,17/05/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O22.2,1,80219,2,1,5,2,10/03/2024,07/06/2024,B2.10,,HT1,
2023_2024_2,IT002,IT002.O22.CNVN,3,80079,4,6,9,1,17/02/2024,10/05/2024,B1.12,,LT,
2023_2024_2,IT002,IT002.O22.CNVN.1,1,80227,4,1,5,2,03/03/2024,17/05/2024,B2.18,,HT1,
2023_2024_2,IT002,IT002.O22.CNVN.2,1,80228,4,1,5,2,10/03/2024,07/06/2024,B2.18,,HT1,
2023_2024_2,IT002,IT002.O22.TTNT,3,80223,4,1,3,1,17/02/2024,07/06/2024,B4.18,,LT,
2023_2024_2,IT002,IT002.O22.TTNT.1,1,80085,4,6,9,1,03/03/2024,17/05/2024,B2.20,,HT1,
2023_2024_2,IT002,IT002.O220,3,80224,6,6,8,1,17/02/2024,07/06/2024,B1.22,,LT,
2023_2024_2,IT002,IT002.O220.1,1,80220,6,1,5,2,03/03/2024,17/05/2024,B5.06,,HT1,
2023_2024_2,IT002,IT002.O220.2,1,80221,6,1,5,2,10/03/2024,07/06/2024,B5.06,,HT1,
2023_2024_2,IT002,IT002.O221,3,80229,7,1,3,1,17/02/2024,07/06/2024,B1.20,,LT,
2023_2024_2,IT002,IT002.O221.1,1,80227,7,6,9,2,03/03/2024,17/05/2024,B3.04,,HT1,
2023_2024_2,IT002,IT002.O221.2,1,80228,7,6,9,2,10/03/2024,07/06/2024,B3.04,,HT1,
2023_2024_2,IT002,IT002.O23,3,80084,2,1,3,1,17/02/2024,07/06/2024,B1.22,,LT,
2023_2024_2,IT002,IT002.O23.1,1,80081,2,6,9,2,03/03/2024,17/05/2024,B3.06,,HT1,
2023_2024_2,IT002,IT002.O23.2,1,80082,2,6,9,2,10/03/2024,07/06/2024,B3.06,,HT1,
2023_2024_2,IT002,IT002.O24,3,80223,2,6,8,1,17/02/2024,07/06/2024,B1.22,,LT,
2023_2024_2,IT002,IT002.O24.1,1,80220,2,1,5,2,03/03/2024,17/05/2024,B3.06,,HT1,
2023_2024_2,IT002,IT002.O24.2,1,80221,2,1,5,2,10/03/2024,07/06/2024,B3.06,,HT1,
2023_2024_2,IT002,IT002.O25,3,80229,3,1,3,1,17/02/2024,07/06/2024,B1.20,,LT,
2023_2024_2,IT002,IT002.O25.1,1,80227,3,6,9,2,03/03/2024,17/05/2024,B5.02,,HT1,
2023_2024_2,IT002,IT002.O25.2,1,80228,3,6,9,2,10/03/2024,07/06/2024,B5.02,,HT1,
2023_2024_2,IT002,IT002.O26,3,80085,3,6,8,1,17/02/2024,07/06/2024,B1.20,,LT,
2023_2024_2,IT002,IT002.O26.1,1,80083,3,1,5,2,03/03/2024,17/05/2024,B2.20,,HT1,
2023_2024_2,IT002,IT002.O26.2,1,80084,3,1,5,2,10/03/2024,07/06/2024,B2.20,,HT1,
2023_2024_2,IT002,IT002.O27,3,80230,3,1,3,1,17/02/2024,07/06/2024,B1.22,,LT,
2023_2024_2,IT002,IT002.O27.1,1,80225,3,6,9,2,03/03/2024,17/05/2024,B2.18,,HT1,
2023_2024_2,IT002,IT002.O27.2,1,80226,3,6,9,2,10/03/2024,07/06/2024,B2.18,,HT1,
2023_2024_2,IT002,IT002.O28,3,80086,3,6,8,1,17/02/2024,07/06/2024,B1.22,,LT,
2023_2024_2,IT002,IT002.O28.1,1,80081,3,1,5,2,03/03/2024,17/05/2024,B2.16,,HT1,
2023_2024_2,IT002,IT002.O28.2,1,80082,3,1,5,2,10/03/2024,07/06/2024,B2.16,,HT1,
2023_2024_2,IT003,IT003.O21,3,80028,2,1,3,1,17/02/2024,07/06/2024,B3.22,,LT,
2023_2024_2,IT003,IT003.O21.1,1,80025,2,6,9,2,03/03/2024,17/05/2024,B5.02,,HT1,
2023_2024_2,IT003,IT003.O21.2,1,80026,2,6,9,2,10/03/2024,07/06/2024,B5.02,,HT1,
2023_2024_2,IT003,IT003.O21.CNVN,3,80143,5,6,8,1,17/02/2024,07/06/2024,B1.10,,LT,
2023_2024_2,IT003,IT003.O21.CNVN.1,1,80137,5,1,5,2,03/03/2024,17/05/2024,B2.02,,HT1,
2023_2024_2,IT003,IT003.O21.CNVN.2,1,80138,5,1,5,2,10/03/2024,07/06/2024,B2.02,,HT1,
2023_2024_2,IT003,IT003.O21.TTNT,3,80134,3,1,3,1,17/02/2024,07/06/2024,B1.12,,LT,
2023_2024_2,IT003,IT003.O21.TTNT.1,1,80038,3,6,9,2,03/03/2024,17/05/2024,B2.14,,HT1,
2023_2024_2,IT003,IT003.O210,3,80159,4,1,3,1,17/02/2024,07/06/2024,B6.08,,LT,
2023_2024_2,IT003,IT003.O210.1,1,80154,4,6,9,2,03/03/2024,17/05/2024,B5.02,,HT1,
2023_2024_2,IT003,IT003.O210.2,1,80155,4,6,9,2,10/03/2024,07/06/2024,B5.02,,HT1,
2023_2024_2,IT003,IT003.O211,3,80031,4,6,8,1,17/02/2024,07/06/2024,B6.08,,LT,
2023_2024_2,IT003,IT003.O211.1,1,80026,4,1,5,2,03/03/2024,17/05/2024,B5.06,,HT1,
2023_2024_2,IT003,IT003.O211.2,1,80027,4,1,5,2,10/03/2024,07/06/2024,B5.06,,HT1,
2023_2024_2,IT003,IT003.O212,3,80039,5,1,3,1,17/02/2024,07/06/2024,B3.22,,LT,
2023_2024_2,IT003,IT003.O212.1,1,80035,5,6,9,2,03/03/2024,17/05/2024,B2.16,,HT1,
2023_2024_2,IT003,IT003.O212.2,1,80036,5,6,9,2,10/03/2024,07/06/2024,B2.16,,HT1,
2023_2024_2,IT003,IT003.O213,3,80144,5,6,8,1,17/02/2024,07/06/2024,B3.22,,LT,
2023_2024_2,IT003,IT003.O213.1,1,80141,5,1,5,2,03/03/2024,17/05/2024,B2.16,,HT1,
2023_2024_2,IT003,IT003.O213.2,1,80142,5,1,5,2,10/03/2024,07/06/2024,B2.16,,HT1,
2023_2024_2,IT003,IT003.O214,3,80149,3,6,8,1,17/02/2024,07/06/2024,B6.08,,LT,
2023_2024_2,IT003,IT003.O214.1,1,80143,3,1,5,2,03/03/2024,17/05/2024,B5.02,,HT1,
2023_2024_2,IT003,IT003.O214.2,1,80144,3,1,5,2,10/03/2024,07/06/2024,B5.02,,HT1,
2023_2024_2,IT003,IT003.O215,3,80040,5,1,3,1,17/02/2024,07/06/2024,B6.08,,LT,
2023_2024_2,IT003,IT003.O215.1,1,80037,5,6,9,2,03/03/2024,17/05/2024,B2.20,,HT1,
2023_2024_2,IT003,IT003.O215.2,1,80038,5,6,9,2,10/03/2024,07/06/2024,B2.20,,HT1,
2023_2024_2,IT003,IT003.O216,3,80145,5,6,8,1,17/02/2024,07/06/2024,B6.08,,LT,
2023_2024_2,IT003,IT003.O216.1,1,80139,5,1,5,2,03/03/2024,17/05/2024,B2.12,,HT1,
2023_2024_2,IT003,IT003.O216.2,1,80140,5,1,5,2,10/03/2024,07/06/2024,B2.12,,HT1,
2023_2024_2,IT003,IT003.O217,3,80154,6,1,3,1,17/02/2024,07/06/2024,B3.22,,LT,
2023_2024_2,IT003,IT003.O217.1,1,80149,6,6,9,2,03/03/2024,17/05/2024,B2.16,,HT1,
2023_2024_2,IT003,IT003.O217.2,1,80150,6,6,9,2,10/03/2024,07/06/2024,B2.16,,HT1,
2023_2024_2,IT003,IT003.O22,3,80034,2,6,8,1,17/02/2024,07/06/2024,B3.22,,LT,
2023_2024_2,IT003,IT003.O22.1,1,80031,2,1,5,2,03/03/2024,17/05/2024,B5.02,,HT1,
2023_2024_2,IT003,IT003.O22.2,1,80032,2,1,5,2,10/03/2024,07/06/2024,B5.02,,HT1,
2023_2024_2,IT003,IT003.O22.CNVN,3,80153,6,1,3,1,17/02/2024,07/06/2024,B1.10,,LT,
2023_2024_2,IT003,IT003.O22.CNVN.1,1,80151,6,6,9,2,03/03/2024,17/05/2024,B3.04,,HT1,
2023_2024_2,IT003,IT003.O22.CNVN.2,1,80152,6,6,9,2,10/03/2024,07/06/2024,B3.04,,HT1,
2023_2024_2,IT003,IT003.O23,3,80029,2,1,3,1,17/02/2024,07/06/2024,B6.08,,LT,
2023_2024_2,IT003,IT003.O23.1,1,80023,2,6,9,2,03/03/2024,17/05/2024,B4.04,,HT1,
2023_2024_2,IT003,IT003.O23.2,1,80024,2,6,9,2,10/03/2024,07/06/2024,B4.04,,HT1,
2023_2024_2,IT003,IT003.O25,3,80135,3,1,3,1,17/02/2024,07/06/2024,B3.22,,LT,
2023_2024_2,IT003,IT003.O25.1,1,80036,3,6,9,2,03/03/2024,17/05/2024,B2.12,,HT1,
2023_2024_2,IT003,IT003.O25.2,1,80037,3,6,9,2,10/03/2024,07/06/2024,B2.12,,HT1,
2023_2024_2,IT003,IT003.O26,3,80146,3,6,8,1,17/02/2024,07/06/2024,B3.22,,LT,
2023_2024_2,IT003,IT003.O26.1,1,80141,3,1,5,2,03/03/2024,17/05/2024,B3.06,,HT1,
2023_2024_2,IT003,IT003.O26.2,1,80142,3,1,5,2,10/03/2024,07/06/2024,B3.06,,HT1,
2023_2024_2,IT003,IT003.O27,3,80138,3,1,3,1,17/02/2024,07/06/2024,B6.08,,LT,
2023_2024_2,IT003,IT003.O27.1,1,80039,3,6,9,2,03/03/2024,17/05/2024,B5.06,,HT1,
2023_2024_2,IT003,IT003.O27.2,1,80040,3,6,9,2,10/03/2024,07/06/2024,B5.06,,HT1,
2023_2024_2,IT003,IT003.O28,3,80157,4,1,3,1,17/02/2024,07/06/2024,B3.22,,LT,
2023_2024_2,IT003,IT003.O28.1,1,80152,4,6,9,2,03/03/2024,17/05/2024,B2.16,,HT1,
2023_2024_2,IT003,IT003.O28.2,1,80153,4,6,9,2,10/03/2024,07/06/2024,B2.16,,HT1,
2023_2024_2,IT003,IT003.O29,3,80028,4,6,8,1,17/02/2024,07/06/2024,B3.22,,LT,
2023_2024_2,IT003,IT003.O29.1,1,80024,4,1,5,2,03/03/2024,17/05/2024,B2.12,,HT1,
2023_2024_2,IT003,IT003.O29.2,1,80025,4,1,5,2,10/03/2024,07/06/2024,B2.12,,HT1,
2023_2024_2,IT004,IT004.O21,3,80110,3,6,9,1,17/02/2024,10/05/2024,B1.16,,LT,
2023_2024_2,IT004,IT004.O21.1,1,80104,3,1,5,2,03/03/2024,17/05/2024,B2.12,,HT1,
2023_2024_2,IT004,IT004.O21.2,1,80105,3,1,5,2,10/03/2024,07/06/2024,B2.12,,HT1,
2023_2024_2,IT005,IT005.O21,3,80195,3,1,3,1,17/02/2024,07/06/2024,B4.22,,LT,
2023_2024_2,IT005,IT005.O21.1,1,80191,3,6,9,2,03/03/2024,17/05/2024,B5.04,,HT1,
2023_2024_2,IT005,IT005.O21.2,1,80192,3,6,9,2,10/03/2024,07/06/2024,B5.04,,HT1,
2023_2024_2,IT005,IT005.O22,3,80065,3,6,8,1,17/02/2024,07/06/2024,B6.10,,LT,
2023_2024_2,IT005,IT005.O22.1,1,80196,3,1,5,2,03/03/2024,17/05/2024,B2.22,,HT1,
2023_2024_2,IT005,IT005.O22.2,1,80197,3,1,5,2,10/03/2024,07/06/2024,B2.22,,HT1,
2023_2024_2,IT005,IT005.O23,3,80195,4,1,3,1,17/02/2024,07/06/2024,B6.10,,LT,
2023_2024_2,IT005,IT005.O23.1,1,80184,4,6,9,2,03/03/2024,17/05/2024,B2.22,,HT1,
2023_2024_2,IT005,IT005.O23.2,1,80185,4,6,9,2,10/03/2024,07/06/2024,B2.22,,HT1,
2023_2024_2,IT005,IT005.O24,3,80064,4,6,8,1,17/02/2024,07/06/2024,B6.10,,LT,
2023_2024_2,IT005,IT005.O24.1,1,80200,4,1,5,2,03/03/2024,17/05/2024,B2.22,,HT1,
2023_2024_2,IT005,IT005.O24.2,1,80055,4,1,5,2,10/03/2024,07/06/2024,B2.22,,HT1,
2023_2024_2,IT005,IT005.O25,3,80190,5,1,3,1,17/02/2024,07/06/2024,B6.10,,LT,
2023_2024_2,IT005,IT005.O25.1,1,80182,5,6,9,2,03/03/2024,17/05/2024,B2.22,,HT1,
2023_2024_2,IT005,IT005.O25.2,1,80183,5,6,9,2,10/03/2024,07/06/2024,B2.22,,HT1,
2023_2024_2,IT006,IT006.O21,3,80048,2,1,4,1,17/02/2024,10/05/2024,B4.18,,LT,
2023_2024_2,IT006,IT006.O22,3,80172,4,6,9,1,17/02/2024,10/05/2024,B3.18,,LT,Môn học giảng dạy bằng hình thức Blended-learning
2023_2024_2,IT006,IT006.O23,3,80044,5,1,4,1,17/02/2024,10/05/2024,B3.18,,LT,
2023_2024_2,IT006,IT006.O24,3,80179,6,6,9,1,17/02/2024,10/05/2024,B3.16,,LT,
2023_2024_2,IT006,IT006.O25,3,80163,4,1,4,1,17/02/2024,10/05/2024,B4.22,,LT,Môn học giảng dạy bằng hình thức Blended-learning
2023_2024_2,IT007,IT007.O21.CNVN,3,80043,3,6,9,1,17/02/2024,10/05/2024,B3.16,,LT,
2023_2024_2,IT007,IT007.O21.CNVN.1,1,80178,3,1,5,2,03/03/2024,17/05/2024,B2.18,,HT1,
2023_2024_2,IT007,IT007.O21.CNVN.2,1,80179,3,1,5,2,10/03/2024,07/06/2024,B2.18,,HT1,
2023_2024_2,IT007,IT007.O210,3,80181,6,6,9,1,17/02/2024,10/05/2024,B3.20,,LT,
2023_2024_2,IT007,IT007.O210.1,1,80172,6,1,5,2,03/03/2024,17/05/2024,*,,HT1,
2023_2024_2,IT007,IT007.O210.2,1,80173,6,1,5,2,10/03/2024,07/06/2024,*,,HT1,
2023_2024_2,IT007,IT007.O22,3,80165,2,6,9,1,17/02/2024,10/05/2024,B3.18,,LT,
2023_2024_2,IT007,IT007.O22.1,1,80053,2,1,5,2,03/03/2024,17/05/2024,B2.22,,HT1,
2023_2024_2,IT007,IT007.O22.2,1,80054,2,1,5,2,10/03/2024,07/06/2024,B2.22,,HT1,
2023_2024_2,IT007,IT007.O23,3,80176,3,1,4,1,17/02/2024,10/05/2024,B3.16,,LT,
2023_2024_2,IT007,IT007.O23.1,1,80169,3,6,9,2,03/03/2024,17/05/2024,B2.10,,HT1,
2023_2024_2,IT007,IT007.O23.2,1,80170,3,6,9,2,10/03/2024,07/06/2024,B2.10,,HT1,
2023_2024_2,IT007,IT007.O25,3,80161,4,1,4,1,17/02/2024,10/05/2024,B3.16,,LT,
2023_2024_2,IT007,IT007.O25.1,1,80051,4,6,9,2,03/03/2024,17/05/2024,B4.04,,HT1,
2023_2024_2,IT007,IT007.O25.2,1,80052,4,6,9,2,10/03/2024,07/06/2024,B4.04,,HT1,
2023_2024_2,IT007,IT007.O26,3,80171,4,6,9,1,17/02/2024,10/05/2024,B3.16,,LT,
2023_2024_2,IT007,IT007.O26.1,1,80168,4,1,5,2,03/03/2024,17/05/2024,B4.04,,HT1,
2023_2024_2,IT007,IT007.O26.2,1,80169,4,1,5,2,10/03/2024,07/06/2024,B4.04,,HT1,
2023_2024_2,IT007,IT007.O28,3,80043,5,1,4,1,17/02/2024,10/05/2024,B3.16,,LT,Môn học giảng dạy bằng hình thức Blended-learning
2023_2024_2,IT007,IT007.O28.1,1,80178,5,6,9,2,03/03/2024,17/05/2024,B5.04,,HT1,
2023_2024_2,IT007,IT007.O28.2,1,80179,5,6,9,2,10/03/2024,07/06/2024,B5.04,,HT1,
2023_2024_2,IT007,IT007.O29,3,80169,6,1,4,1,17/02/2024,10/05/2024,B3.16,,LT,
2023_2024_2,IT007,IT007.O29.1,1,80161,6,6,9,2,03/03/2024,17/05/2024,B3.08,,HT1,
2023_2024_2,IT007,IT007.O29.2,1,80162,6,6,9,2,10/03/2024,07/06/2024,B3.08,,HT1,
2023_2024_2,IT010,IT010.O21,2,80162,4,1,4,1,17/02/2024,12/04/2024,B4.16,,LT,
2023_2024_2,IT012,IT012.O21,3,80170,6,1,4,1,17/02/2024,10/05/2024,B3.20,,LT,
2023_2024_2,IT012,IT012.O21.1,1,80167,6,6,9,2,03/03/2024,17/05/2024,B5.06,,HT1,
2023_2024_2,IT012,IT012.O21.2,1,80168,6,6,9,2,10/03/2024,07/06/2024,B5.06,,HT1,
2023_2024_2,IT012,IT012.O22,3,80180,6,6,9,1,17/02/2024,10/05/2024,B3.18,,LT,
2023_2024_2,IT012,IT012.O22.1,1,80176,6,1,5,2,03/03/2024,17/05/2024,B5.04,,HT1,
2023_2024_2,IT012,IT012.O22.2,1,80177,6,1,5,2,10/03/2024,07/06/2024,B5.04,,HT1,
2023_2024_2,IT012,IT012.O23,3,80049,7,1,4,1,17/02/2024,10/05/2024,B3.20,,LT,
2023_2024_2,IT012,IT012.O23.1,1,80044,7,6,9,2,03/03/2024,17/05/2024,B3.02,,HT1,
2023_2024_2,IT012,IT012.O23.2,1,80045,7,6,9,2,10/03/2024,07/06/2024,B3.02,,HT1,
2023_2024_2,IT012,IT012.O24,3,80045,5,1,4,1,17/02/2024,10/05/2024,B3.20,,LT,
2023_2024_2,IT012,IT012.O24.1,1,80180,5,6,9,2,03/03/2024,17/05/2024,B5.06,,HT1,
2023_2024_2,IT012,IT012.O24.2,1,80181,5,6,9,2,10/03/2024,07/06/2024,B5.06,,HT1,
2023_2024_2,IT012,IT012.O25,3,80048,7,1,4,1,17/02/2024,10/05/2024,B1.22,,LT,
2023_2024_2,IT012,IT012.O25.1,1,80046,7,6,9,2,03/03/2024,17/05/2024,B3.08,,HT1,
2023_2024_2,IT012,IT012.O25.2,1,80047,7,6,9,2,10/03/2024,07/06/2024,B3.08,,HT1,
2023_2024_2,MA003,MA003.O21,3,80094,7,6,9,1,17/02/2024,10/05/2024,B1.22,,LT,
2023_2024_2,MA004,MA004.O21,4,80239,2,1,4,1,17/02/2024,07/06/2024,B1.16,,LT,
2023_2024_2,MA004,MA004.O210,4,80241,4,1,4,1,17/02/2024,07/06/2024,B3.14,,LT,
2023_2024_2,MA004,MA004.O211,4,80239,4,6,9,1,17/02/2024,07/06/2024,B1.18,,LT,
2023_2024_2,MA004,MA004.O212,4,80094,4,6,9,1,17/02/2024,07/06/2024,B1.14,,LT,
2023_2024_2,MA004,MA004.O213,4,80093,5,1,4,1,17/02/2024,07/06/2024,B1.18,,LT,
2023_2024_2,MA004,MA004.O214,4,80094,5,1,4,1,17/02/2024,07/06/2024,B3.14,,LT,
2023_2024_2,MA004,MA004.O215,4,80094,5,6,9,1,17/02/2024,07/06/2024,B4.20,,LT,
2023_2024_2,MA004,MA004.O216,4,80241,5,6,9,1,17/02/2024,07/06/2024,B1.14,,LT,
2023_2024_2,MA004,MA004.O217,4,80240,6,1,4,1,17/02/2024,07/06/2024,B1.18,,LT,
2023_2024_2,MA004,MA004.O218,4,80241,6,1,4,1,17/02/2024,07/06/2024,B3.14,,LT,
2023_2024_2,MA004,MA004.O219,4,80094,6,6,9,1,17/02/2024,07/06/2024,B1.16,,LT,
2023_2024_2,MA004,MA004.O22,4,80094,2,1,4,1,17/02/2024,07/06/2024,B1.14,,LT,
2023_2024_2,MA004,MA004.O220,4,80093,6,6,9,1,17/02/2024,07/06/2024,B1.14,,LT,
2023_2024_2,MA004,MA004.O221,4,80241,7,1,4,1,17/02/2024,07/06/2024,B4.18,,LT,
2023_2024_2,MA004,MA004.O222,4,80239,3,1,4,1,17/02/2024,07/06/2024,B4.18,,LT,
2023_2024_2,MA004,MA004.O223,4,80239,4,1,4,1,17/02/2024,07/06/2024,B1.16,,LT,
2023_2024_2,MA004,MA004.O224,4,80094,2,6,9,1,17/02/2024,07/06/2024,B1.16,,LT,
2023_2024_2,MA004,MA004.O225,4,80242,5,1,4,1,17/02/2024,07/06/2024,B1.16,,LT,
2023_2024_2,MA004,MA004.O23,4,80239,2,6,9,1,17/02/2024,07/06/2024,B1.18,,LT,
2023_2024_2,MA004,MA004.O24,4,80093,2,6,9,1,17/02/2024,07/06/2024,B1.14,,LT,
2023_2024_2,MA004,MA004.O25,4,80242,3,1,4,1,17/02/2024,07/06/2024,B1.16,,LT,
2023_2024_2,MA004,MA004.O26,4,80093,3,1,4,1,17/02/2024,07/06/2024,B3.14,,LT,
2023_2024_2,MA004,MA004.O27,4,80242,3,6,9,1,17/02/2024,07/06/2024,B1.18,,LT,
2023_2024_2,MA004,MA004.O28,4,80241,3,6,9,1,17/02/2024,07/06/2024,B1.14,,LT,
